epoch,train_loss,test_acc@1
163,2.793281164365945,77.02
164,2.8046907837857904,77.25999999999999
165,2.776551140952356,77.24
166,2.7757244921222175,77.95
167,2.776770321364255,77.45
168,2.761782255369363,77.51
169,2.7638741154031656,77.45
170,2.766071575204122,77.33
171,2.768729497476951,78.06
172,2.757521127917103,78.06
173,2.761461196486483,77.89
174,2.759650368051431,78.13
175,2.7351058291405748,78.10000000000001
176,2.742696157435781,78.17
177,2.7545337627843485,77.34
178,2.748786941017072,77.63
179,2.7432412388398477,77.60000000000001
180,2.725520586230091,77.69
181,2.7382830959005453,78.16
182,2.7245887481060223,78.0
183,2.732125547743335,76.73
184,2.7191271953976033,78.60000000000001
185,2.735684876589431,77.98
186,2.7147568034142564,78.07
187,2.710798617490788,77.86
188,2.7102580930768827,77.62
189,2.724421415132346,77.94
190,2.711907374490168,78.36999999999999
191,2.735404948598331,78.48
192,2.7224205277629734,78.14999999999999
193,2.700358339191712,78.60000000000001
194,2.71470559995199,77.59
195,2.720914275375838,78.07
196,2.7070254738797845,78.01
197,2.696314003049713,77.75
198,2.709871646055241,78.48
199,2.6728539049010918,77.89
200,2.6850837432232098,78.01
